full_text,cleasing,case_folding,tokenize,Filtering/stopword removal,stemming_data
@atiamerlan_ Kayak kehamilan PHK kenaikan pajak dn naiknya harga sembako gitu kan Apalagi kalo nanti diberlakukan kenaikan pajak tinggi utk mobil yg belum hybrid atau listrik fix jadi spicy Dari keluarga bumbu yg lain,atiamerlan Kayak kehamilan PHK kenaikan pajak dn naiknya harga sembako gitu kan Apalagi kalo nanti diberlakukan kenaikan pajak tinggi utk mobil yg belum hybrid atau listrik fix jadi spicy Dari keluarga bumbu yg lain,atiamerlan kayak kehamilan phk kenaikan pajak dn naiknya harga sembako gitu kan apalagi kalo nanti diberlakukan kenaikan pajak tinggi utk mobil yg belum hybrid atau listrik fix jadi spicy dari keluarga bumbu yg lain,"['atiamerlan', 'kayak', 'kehamilan', 'phk', 'kenaikan', 'pajak', 'dn', 'naiknya', 'harga', 'sembako', 'gitu', 'kan', 'apalagi', 'kalo', 'nanti', 'diberlakukan', 'kenaikan', 'pajak', 'tinggi', 'utk', 'mobil', 'yg', 'belum', 'hybrid', 'atau', 'listrik', 'fix', 'jadi', 'spicy', 'dari', 'keluarga', 'bumbu', 'yg', 'lain']","['atiamerlan', 'kayak', 'kehamilan', 'phk', 'kenaikan', 'pajak', 'dn', 'naiknya', 'harga', 'sembako', 'gitu', 'kalo', 'diberlakukan', 'kenaikan', 'pajak', 'utk', 'mobil', 'yg', 'hybrid', 'listrik', 'fix', 'spicy', 'keluarga', 'bumbu', 'yg']",atiamerlan kayak hamil phk naik pajak dn naik harga sembako gitu kalo laku naik pajak utk mobil yg hybrid listrik fix spicy keluarga bumbu yg
kalo punya duit banyak pasti beli mobil listrik buat harian. ga papa mobilan terus asal duit keluar buat bayar tol doang. bensin mahal anjir kl pake mobil harian. badanku udah menglelah banget pake tiger. berattt... ‍,kalo punya duit banyak pasti beli mobil listrik buat harian ga papa mobilan terus asal duit keluar buat bayar tol doang bensin mahal anjir kl pake mobil harian badanku udah menglelah banget pake tiger berattt ,kalo punya duit banyak pasti beli mobil listrik buat harian ga papa mobilan terus asal duit keluar buat bayar tol doang bensin mahal anjir kl pake mobil harian badanku udah menglelah banget pake tiger berattt ,"['kalo', 'punya', 'duit', 'banyak', 'pasti', 'beli', 'mobil', 'listrik', 'buat', 'harian', 'ga', 'papa', 'mobilan', 'terus', 'asal', 'duit', 'keluar', 'buat', 'bayar', 'tol', 'doang', 'bensin', 'mahal', 'anjir', 'kl', 'pake', 'mobil', 'harian', 'badanku', 'udah', 'menglelah', 'banget', 'pake', 'tiger', 'berattt']","['kalo', 'duit', 'beli', 'mobil', 'listrik', 'harian', 'ga', 'papa', 'mobilan', 'duit', 'bayar', 'tol', 'doang', 'bensin', 'mahal', 'anjir', 'kl', 'pake', 'mobil', 'harian', 'badanku', 'udah', 'menglelah', 'banget', 'pake', 'tiger', 'berattt']",kalo duit beli mobil listrik hari ga papa mobil duit bayar tol doang bensin mahal anjir kl pake mobil hari badan udah menglelah banget pake tiger berattt
@niwseir memang tolol coba pimpinannya ditunjuk utk diterusin ke anaknya pasti bisa bikin jalanan penuh dg mobil listrik,niwseir memang tolol coba pimpinannya ditunjuk utk diterusin ke anaknya pasti bisa bikin jalanan penuh dg mobil listrik,niwseir memang tolol coba pimpinannya ditunjuk utk diterusin ke anaknya pasti bisa bikin jalanan penuh dg mobil listrik,"['niwseir', 'memang', 'tolol', 'coba', 'pimpinannya', 'ditunjuk', 'utk', 'diterusin', 'ke', 'anaknya', 'pasti', 'bisa', 'bikin', 'jalanan', 'penuh', 'dg', 'mobil', 'listrik']","['niwseir', 'tolol', 'coba', 'pimpinannya', 'utk', 'diterusin', 'anaknya', 'bikin', 'jalanan', 'penuh', 'dg', 'mobil', 'listrik']",niwseir tolol coba pimpin utk diterusin anak bikin jalan penuh dg mobil listrik
@tanyakanrl Kita hidup di dunia yang butuh sesuatu yang realistis. Kehidupan kita ga bakalan berputar cuma di kebahagiaan pas muda doang.. token listrik bunyi beras abis tagihan asuransi cicilan rumah cicilan mobil semua itu bakalan bisa dilewati bersama Gojo Satoru.,tanyakanrl Kita hidup di dunia yang butuh sesuatu yang realistis Kehidupan kita ga bakalan berputar cuma di kebahagiaan pas muda doang token listrik bunyi beras abis tagihan asuransi cicilan rumah cicilan mobil semua itu bakalan bisa dilewati bersama Gojo Satoru,tanyakanrl kita hidup di dunia yang butuh sesuatu yang realistis kehidupan kita ga bakalan berputar cuma di kebahagiaan pas muda doang token listrik bunyi beras abis tagihan asuransi cicilan rumah cicilan mobil semua itu bakalan bisa dilewati bersama gojo satoru,"['tanyakanrl', 'kita', 'hidup', 'di', 'dunia', 'yang', 'butuh', 'sesuatu', 'yang', 'realistis', 'kehidupan', 'kita', 'ga', 'bakalan', 'berputar', 'cuma', 'di', 'kebahagiaan', 'pas', 'muda', 'doang', 'token', 'listrik', 'bunyi', 'beras', 'abis', 'tagihan', 'asuransi', 'cicilan', 'rumah', 'cicilan', 'mobil', 'semua', 'itu', 'bakalan', 'bisa', 'dilewati', 'bersama', 'gojo', 'satoru']","['tanyakanrl', 'hidup', 'dunia', 'butuh', 'realistis', 'kehidupan', 'ga', 'berputar', 'kebahagiaan', 'pas', 'muda', 'doang', 'token', 'listrik', 'bunyi', 'beras', 'abis', 'tagihan', 'asuransi', 'cicilan', 'rumah', 'cicilan', 'mobil', 'dilewati', 'gojo', 'satoru']",tanyakanrl hidup dunia butuh realistis hidup ga putar bahagia pas muda doang token listrik bunyi beras abis tagih asuransi cicil rumah cicil mobil lewat gojo satoru
Edan ieu perang mobil listrik aya brand nu wani mere garansi seumur hidup free servis+sparepart 15 tahun/150+km ,Edan ieu perang mobil listrik aya brand nu wani mere garansi seumur hidup free servissparepart  tahunkm ,edan ieu perang mobil listrik aya brand nu wani mere garansi seumur hidup free servissparepart  tahunkm ,"['edan', 'ieu', 'perang', 'mobil', 'listrik', 'aya', 'brand', 'nu', 'wani', 'mere', 'garansi', 'seumur', 'hidup', 'free', 'servissparepart', 'tahunkm']","['edan', 'ieu', 'perang', 'mobil', 'listrik', 'aya', 'brand', 'nu', 'wani', 'mere', 'garansi', 'seumur', 'hidup', 'free', 'servissparepart', 'tahunkm']",edan ieu perang mobil listrik aya brand nu wani mere garansi umur hidup free servissparepart tahunkm
Mayoritas model mobil listrik di Indonesia saat ini menggunakan LFP disebabkan harga baterai LFP yang lebih murah. LFP: BYD Wuling Suzuki. Harga mobil Rp200 - Rp500 juta Nikel: Hyundai Tesla Toyota Innova Hybrid. Harga mobil Rp500 juta - Rp1 2 Miliar,Mayoritas model mobil listrik di Indonesia saat ini menggunakan LFP disebabkan harga baterai LFP yang lebih murah LFP BYD Wuling Suzuki Harga mobil Rp  Rp juta Nikel Hyundai Tesla Toyota Innova Hybrid Harga mobil Rp juta  Rp  Miliar,mayoritas model mobil listrik di indonesia saat ini menggunakan lfp disebabkan harga baterai lfp yang lebih murah lfp byd wuling suzuki harga mobil rp  rp juta nikel hyundai tesla toyota innova hybrid harga mobil rp juta  rp  miliar,"['mayoritas', 'model', 'mobil', 'listrik', 'di', 'indonesia', 'saat', 'ini', 'menggunakan', 'lfp', 'disebabkan', 'harga', 'baterai', 'lfp', 'yang', 'lebih', 'murah', 'lfp', 'byd', 'wuling', 'suzuki', 'harga', 'mobil', 'rp', 'rp', 'juta', 'nikel', 'hyundai', 'tesla', 'toyota', 'innova', 'hybrid', 'harga', 'mobil', 'rp', 'juta', 'rp', 'miliar']","['mayoritas', 'model', 'mobil', 'listrik', 'indonesia', 'lfp', 'disebabkan', 'harga', 'baterai', 'lfp', 'murah', 'lfp', 'byd', 'wuling', 'suzuki', 'harga', 'mobil', 'rp', 'rp', 'juta', 'nikel', 'hyundai', 'tesla', 'toyota', 'innova', 'hybrid', 'harga', 'mobil', 'rp', 'juta', 'rp', 'miliar']",mayoritas model mobil listrik indonesia lfp sebab harga baterai lfp murah lfp byd wuling suzuki harga mobil rp rp juta nikel hyundai tesla toyota innova hybrid harga mobil rp juta rp miliar
@akuuwuphobia Tolong yakinkan aku buat beli mobil listrik,akuuwuphobia Tolong yakinkan aku buat beli mobil listrik,akuuwuphobia tolong yakinkan aku buat beli mobil listrik,"['akuuwuphobia', 'tolong', 'yakinkan', 'aku', 'buat', 'beli', 'mobil', 'listrik']","['akuuwuphobia', 'tolong', 'yakinkan', 'beli', 'mobil', 'listrik']",akuuwuphobia tolong yakin beli mobil listrik
@gibran_gen Yuk dukung kendaraan yang ramah lingkungan gunakan motor listrik sepeda listrik dan mobil listrik,gibrangen Yuk dukung kendaraan yang ramah lingkungan gunakan motor listrik sepeda listrik dan mobil listrik,gibrangen yuk dukung kendaraan yang ramah lingkungan gunakan motor listrik sepeda listrik dan mobil listrik,"['gibrangen', 'yuk', 'dukung', 'kendaraan', 'yang', 'ramah', 'lingkungan', 'gunakan', 'motor', 'listrik', 'sepeda', 'listrik', 'dan', 'mobil', 'listrik']","['gibrangen', 'yuk', 'dukung', 'kendaraan', 'ramah', 'lingkungan', 'motor', 'listrik', 'sepeda', 'listrik', 'mobil', 'listrik']",gibrangen yuk dukung kendara ramah lingkung motor listrik sepeda listrik mobil listrik
@1amknowme @2009isbestyear yapp setuju ibaratkan mobil listrik anies tuh sudah semaju itu tapi indonesia yang memang blm siap untuk sampe dititik tersebutt,amknowme isbestyear yapp setuju ibaratkan mobil listrik anies tuh sudah semaju itu tapi indonesia yang memang blm siap untuk sampe dititik tersebutt,amknowme isbestyear yapp setuju ibaratkan mobil listrik anies tuh sudah semaju itu tapi indonesia yang memang blm siap untuk sampe dititik tersebutt,"['amknowme', 'isbestyear', 'yapp', 'setuju', 'ibaratkan', 'mobil', 'listrik', 'anies', 'tuh', 'sudah', 'semaju', 'itu', 'tapi', 'indonesia', 'yang', 'memang', 'blm', 'siap', 'untuk', 'sampe', 'dititik', 'tersebutt']","['amknowme', 'isbestyear', 'yapp', 'setuju', 'mobil', 'listrik', 'anies', 'tuh', 'semaju', 'indonesia', 'blm', 'sampe', 'dititik', 'tersebutt']",amknowme isbestyear yapp tuju mobil listrik anies tuh maju indonesia blm sampe titik tersebutt
@_cocaine05 @kittygalisback Sepeda mobil motor listrik pun bakal jd perusak lingkungan kalo listriknya masih pake batu bara WKWKWKWKW,cocaine kittygalisback Sepeda mobil motor listrik pun bakal jd perusak lingkungan kalo listriknya masih pake batu bara WKWKWKWKW,cocaine kittygalisback sepeda mobil motor listrik pun bakal jd perusak lingkungan kalo listriknya masih pake batu bara wkwkwkwkw,"['cocaine', 'kittygalisback', 'sepeda', 'mobil', 'motor', 'listrik', 'pun', 'bakal', 'jd', 'perusak', 'lingkungan', 'kalo', 'listriknya', 'masih', 'pake', 'batu', 'bara', 'wkwkwkwkw']","['cocaine', 'kittygalisback', 'sepeda', 'mobil', 'motor', 'listrik', 'jd', 'perusak', 'lingkungan', 'kalo', 'listriknya', 'pake', 'batu', 'bara', 'wkwkwkwkw']",cocaine kittygalisback sepeda mobil motor listrik jd usak lingkung kalo listrik pake batu bara wkwkwkwkw
kondisi melambatnya ekonomi di china karena bubble properti mengkhawatirkan. tapi lini produksi china banyak bgt apalagi mobil listrik. yg lebih mengkhawatirkan adalah otomotif jepang dan eropa yg setengah2 pindah ke listrik. apakah mereka akan terlibasseperti nokia/bluberry?,kondisi melambatnya ekonomi di china karena bubble properti mengkhawatirkan tapi lini produksi china banyak bgt apalagi mobil listrik yg lebih mengkhawatirkan adalah otomotif jepang dan eropa yg setengah pindah ke listrik apakah mereka akan terlibasseperti nokiabluberry,kondisi melambatnya ekonomi di china karena bubble properti mengkhawatirkan tapi lini produksi china banyak bgt apalagi mobil listrik yg lebih mengkhawatirkan adalah otomotif jepang dan eropa yg setengah pindah ke listrik apakah mereka akan terlibasseperti nokiabluberry,"['kondisi', 'melambatnya', 'ekonomi', 'di', 'china', 'karena', 'bubble', 'properti', 'mengkhawatirkan', 'tapi', 'lini', 'produksi', 'china', 'banyak', 'bgt', 'apalagi', 'mobil', 'listrik', 'yg', 'lebih', 'mengkhawatirkan', 'adalah', 'otomotif', 'jepang', 'dan', 'eropa', 'yg', 'setengah', 'pindah', 'ke', 'listrik', 'apakah', 'mereka', 'akan', 'terlibasseperti', 'nokiabluberry']","['kondisi', 'melambatnya', 'ekonomi', 'china', 'bubble', 'properti', 'mengkhawatirkan', 'lini', 'produksi', 'china', 'bgt', 'mobil', 'listrik', 'yg', 'mengkhawatirkan', 'otomotif', 'jepang', 'eropa', 'yg', 'pindah', 'listrik', 'terlibasseperti', 'nokiabluberry']",kondisi lambat ekonomi china bubble properti khawatir lini produksi china bgt mobil listrik yg khawatir otomotif jepang eropa yg pindah listrik terlibasseperti nokiabluberry
@cappuccinthot bener bgt. pliss jangan bangga kl sering rusakin mobil walaupun nabrak tiang listrik tp kan kita gatau kedepannya apa yg bakal ditabrak...,cappuccinthot bener bgt pliss jangan bangga kl sering rusakin mobil walaupun nabrak tiang listrik tp kan kita gatau kedepannya apa yg bakal ditabrak,cappuccinthot bener bgt pliss jangan bangga kl sering rusakin mobil walaupun nabrak tiang listrik tp kan kita gatau kedepannya apa yg bakal ditabrak,"['cappuccinthot', 'bener', 'bgt', 'pliss', 'jangan', 'bangga', 'kl', 'sering', 'rusakin', 'mobil', 'walaupun', 'nabrak', 'tiang', 'listrik', 'tp', 'kan', 'kita', 'gatau', 'kedepannya', 'apa', 'yg', 'bakal', 'ditabrak']","['cappuccinthot', 'bener', 'bgt', 'pliss', 'bangga', 'kl', 'rusakin', 'mobil', 'nabrak', 'tiang', 'listrik', 'tp', 'gatau', 'kedepannya', 'yg', 'ditabrak']",cappuccinthot bener bgt pliss bangga kl rusakin mobil nabrak tiang listrik tp gatau depan yg tabrak
@TsamaraDKI Ya udah dapet mobil listrik masa putuskan yg lain sih ya,TsamaraDKI Ya udah dapet mobil listrik masa putuskan yg lain sih ya,tsamaradki ya udah dapet mobil listrik masa putuskan yg lain sih ya,"['tsamaradki', 'ya', 'udah', 'dapet', 'mobil', 'listrik', 'masa', 'putuskan', 'yg', 'lain', 'sih', 'ya']","['tsamaradki', 'ya', 'udah', 'dapet', 'mobil', 'listrik', 'putuskan', 'yg', 'sih', 'ya']",tsamaradki ya udah dapet mobil listrik putus yg sih ya
@AlwaysBeenChoze Coba research @bitgertbrise karena ada projek mobil listrik exchange real estate pembayaran gateway dll #BRISE ,AlwaysBeenChoze Coba research bitgertbrise karena ada projek mobil listrik exchange real estate pembayaran gateway dll BRISE ,alwaysbeenchoze coba research bitgertbrise karena ada projek mobil listrik exchange real estate pembayaran gateway dll brise ,"['alwaysbeenchoze', 'coba', 'research', 'bitgertbrise', 'karena', 'ada', 'projek', 'mobil', 'listrik', 'exchange', 'real', 'estate', 'pembayaran', 'gateway', 'dll', 'brise']","['alwaysbeenchoze', 'coba', 'research', 'bitgertbrise', 'projek', 'mobil', 'listrik', 'exchange', 'real', 'estate', 'pembayaran', 'gateway', 'dll', 'brise']",alwaysbeenchoze coba research bitgertbrise projek mobil listrik exchange real estate bayar gateway dll brise
@DiSuatuSore @TsamaraDKI Waktu belum dapet mobil listrik,DiSuatuSore TsamaraDKI Waktu belum dapet mobil listrik,disuatusore tsamaradki waktu belum dapet mobil listrik,"['disuatusore', 'tsamaradki', 'waktu', 'belum', 'dapet', 'mobil', 'listrik']","['disuatusore', 'tsamaradki', 'dapet', 'mobil', 'listrik']",disuatusore tsamaradki dapet mobil listrik
@Strategi_Bisnis Tutup sik kyknya enggk. Krn ev tetep butuh oli walopun gk banyak. Dan mobil konvensional tetep ada pasarnya. Feel bawa mobil listrik gk bisa seenak mobil bensin.,StrategiBisnis Tutup sik kyknya enggk Krn ev tetep butuh oli walopun gk banyak Dan mobil konvensional tetep ada pasarnya Feel bawa mobil listrik gk bisa seenak mobil bensin,strategibisnis tutup sik kyknya enggk krn ev tetep butuh oli walopun gk banyak dan mobil konvensional tetep ada pasarnya feel bawa mobil listrik gk bisa seenak mobil bensin,"['strategibisnis', 'tutup', 'sik', 'kyknya', 'enggk', 'krn', 'ev', 'tetep', 'butuh', 'oli', 'walopun', 'gk', 'banyak', 'dan', 'mobil', 'konvensional', 'tetep', 'ada', 'pasarnya', 'feel', 'bawa', 'mobil', 'listrik', 'gk', 'bisa', 'seenak', 'mobil', 'bensin']","['strategibisnis', 'tutup', 'sik', 'kyknya', 'enggk', 'krn', 'ev', 'tetep', 'butuh', 'oli', 'walopun', 'gk', 'mobil', 'konvensional', 'tetep', 'pasarnya', 'feel', 'bawa', 'mobil', 'listrik', 'gk', 'seenak', 'mobil', 'bensin']",strategibisnis tutup sik kyknya enggk krn ev tetep butuh oli walopun gk mobil konvensional tetep pasar feel bawa mobil listrik gk enak mobil bensin
@merapi_uncover Dan bsk pas zaman mobil listrik. Macetnya sama cmn gk brisik sm bau wkwk,merapiuncover Dan bsk pas zaman mobil listrik Macetnya sama cmn gk brisik sm bau wkwk,merapiuncover dan bsk pas zaman mobil listrik macetnya sama cmn gk brisik sm bau wkwk,"['merapiuncover', 'dan', 'bsk', 'pas', 'zaman', 'mobil', 'listrik', 'macetnya', 'sama', 'cmn', 'gk', 'brisik', 'sm', 'bau', 'wkwk']","['merapiuncover', 'bsk', 'pas', 'zaman', 'mobil', 'listrik', 'macetnya', 'cmn', 'gk', 'brisik', 'sm', 'bau', 'wkwk']",merapiuncover bsk pas zaman mobil listrik macet cmn gk brisik sm bau wkwk
@TsamaraDKI Di TPS pasti hatimu guncang lewatin 03 karena pilihanmu 02 itu tdk objektif tapi karena mobil listrik dari ET ,TsamaraDKI Di TPS pasti hatimu guncang lewatin  karena pilihanmu  itu tdk objektif tapi karena mobil listrik dari ET ,tsamaradki di tps pasti hatimu guncang lewatin  karena pilihanmu  itu tdk objektif tapi karena mobil listrik dari et ,"['tsamaradki', 'di', 'tps', 'pasti', 'hatimu', 'guncang', 'lewatin', 'karena', 'pilihanmu', 'itu', 'tdk', 'objektif', 'tapi', 'karena', 'mobil', 'listrik', 'dari', 'et']","['tsamaradki', 'tps', 'hatimu', 'guncang', 'lewatin', 'pilihanmu', 'tdk', 'objektif', 'mobil', 'listrik', 'et']",tsamaradki tps hati guncang lewatin pilih tdk objektif mobil listrik et
@TsamaraDKI Kerja di ruang ber AC mobil listrik untuk dinas adem dong.,TsamaraDKI Kerja di ruang ber AC mobil listrik untuk dinas adem dong,tsamaradki kerja di ruang ber ac mobil listrik untuk dinas adem dong,"['tsamaradki', 'kerja', 'di', 'ruang', 'ber', 'ac', 'mobil', 'listrik', 'untuk', 'dinas', 'adem', 'dong']","['tsamaradki', 'kerja', 'ruang', 'ber', 'ac', 'mobil', 'listrik', 'dinas', 'adem']",tsamaradki kerja ruang ber ac mobil listrik dinas adem
@jeffrez lucuan mobil listrik warna ungu bjill,jeffrez lucuan mobil listrik warna ungu bjill,jeffrez lucuan mobil listrik warna ungu bjill,"['jeffrez', 'lucuan', 'mobil', 'listrik', 'warna', 'ungu', 'bjill']","['jeffrez', 'lucuan', 'mobil', 'listrik', 'warna', 'ungu', 'bjill']",jeffrez lucu mobil listrik warna ungu bjill
@tanyakanrl mobil listrik ya nder? dinyalain ga pake bunyi makanya ga ketauan,tanyakanrl mobil listrik ya nder dinyalain ga pake bunyi makanya ga ketauan,tanyakanrl mobil listrik ya nder dinyalain ga pake bunyi makanya ga ketauan,"['tanyakanrl', 'mobil', 'listrik', 'ya', 'nder', 'dinyalain', 'ga', 'pake', 'bunyi', 'makanya', 'ga', 'ketauan']","['tanyakanrl', 'mobil', 'listrik', 'ya', 'nder', 'dinyalain', 'ga', 'pake', 'bunyi', 'ga', 'ketauan']",tanyakanrl mobil listrik ya nder dinyalain ga pake bunyi ga tau
Motor/mobil listrik perawatannya gimana ya? Nanya beneran ini.,Motormobil listrik perawatannya gimana ya Nanya beneran ini,motormobil listrik perawatannya gimana ya nanya beneran ini,"['motormobil', 'listrik', 'perawatannya', 'gimana', 'ya', 'nanya', 'beneran', 'ini']","['motormobil', 'listrik', 'perawatannya', 'gimana', 'ya', 'nanya', 'beneran']",motormobil listrik awat gimana ya nanya beneran
Gimmick pakai motor listrik buatan Indonesia mengingatkanku pada mobil buatan Indonesia...,Gimmick pakai motor listrik buatan Indonesia mengingatkanku pada mobil buatan Indonesia,gimmick pakai motor listrik buatan indonesia mengingatkanku pada mobil buatan indonesia,"['gimmick', 'pakai', 'motor', 'listrik', 'buatan', 'indonesia', 'mengingatkanku', 'pada', 'mobil', 'buatan', 'indonesia']","['gimmick', 'pakai', 'motor', 'listrik', 'buatan', 'indonesia', 'mengingatkanku', 'mobil', 'buatan', 'indonesia']",gimmick pakai motor listrik buat indonesia ingat mobil buat indonesia
@detikcom Bapaknya mobil esemka anaknya motor listrik,detikcom Bapaknya mobil esemka anaknya motor listrik,detikcom bapaknya mobil esemka anaknya motor listrik,"['detikcom', 'bapaknya', 'mobil', 'esemka', 'anaknya', 'motor', 'listrik']","['detikcom', 'bapaknya', 'mobil', 'esemka', 'anaknya', 'motor', 'listrik']",detikcom bapak mobil esemka anak motor listrik
@j_zamhari @ferrykoto @KPU_ID ini gua ga bakal kulik semua ya bg utk masalah mobil listrik yg dikatakan pak anies emg bener. jika perkapita emisi mobil listrik pribadi akan lebih tinggi dibandingkan emisi bus biasa. inget bang per kapita. nah lalu kenapa bus listrik malah dijadikan solusi untuk masalah,jzamhari ferrykoto KPUID ini gua ga bakal kulik semua ya bg utk masalah mobil listrik yg dikatakan pak anies emg bener jika perkapita emisi mobil listrik pribadi akan lebih tinggi dibandingkan emisi bus biasa inget bang per kapita nah lalu kenapa bus listrik malah dijadikan solusi untuk masalah,jzamhari ferrykoto kpuid ini gua ga bakal kulik semua ya bg utk masalah mobil listrik yg dikatakan pak anies emg bener jika perkapita emisi mobil listrik pribadi akan lebih tinggi dibandingkan emisi bus biasa inget bang per kapita nah lalu kenapa bus listrik malah dijadikan solusi untuk masalah,"['jzamhari', 'ferrykoto', 'kpuid', 'ini', 'gua', 'ga', 'bakal', 'kulik', 'semua', 'ya', 'bg', 'utk', 'masalah', 'mobil', 'listrik', 'yg', 'dikatakan', 'pak', 'anies', 'emg', 'bener', 'jika', 'perkapita', 'emisi', 'mobil', 'listrik', 'pribadi', 'akan', 'lebih', 'tinggi', 'dibandingkan', 'emisi', 'bus', 'biasa', 'inget', 'bang', 'per', 'kapita', 'nah', 'lalu', 'kenapa', 'bus', 'listrik', 'malah', 'dijadikan', 'solusi', 'untuk', 'masalah']","['jzamhari', 'ferrykoto', 'kpuid', 'gua', 'ga', 'kulik', 'ya', 'bg', 'utk', 'mobil', 'listrik', 'yg', 'anies', 'emg', 'bener', 'perkapita', 'emisi', 'mobil', 'listrik', 'pribadi', 'dibandingkan', 'emisi', 'bus', 'inget', 'bang', 'kapita', 'bus', 'listrik', 'dijadikan', 'solusi']",jzamhari ferrykoto kpuid gua ga lik ya bg utk mobil listrik yg anies emg bener kapita emisi mobil listrik pribadi banding emisi bus inget bang kapita bus listrik jadi solusi
@tanyakanrl Aku sebagai pengguna tj dijakarta merasa bangga mobilnya pun sekarang udah pake mobil listrik kemana2 mudah,tanyakanrl Aku sebagai pengguna tj dijakarta merasa bangga mobilnya pun sekarang udah pake mobil listrik kemana mudah,tanyakanrl aku sebagai pengguna tj dijakarta merasa bangga mobilnya pun sekarang udah pake mobil listrik kemana mudah,"['tanyakanrl', 'aku', 'sebagai', 'pengguna', 'tj', 'dijakarta', 'merasa', 'bangga', 'mobilnya', 'pun', 'sekarang', 'udah', 'pake', 'mobil', 'listrik', 'kemana', 'mudah']","['tanyakanrl', 'pengguna', 'tj', 'dijakarta', 'bangga', 'mobilnya', 'udah', 'pake', 'mobil', 'listrik', 'kemana', 'mudah']",tanyakanrl guna tj dijakarta bangga mobil udah pake mobil listrik mana mudah
pesawat komersial (besar) hanya sedikit. Selama 2 tahun hanya mobil listrik yang terkena dampaknya namun kini mobil biasa dan truk berat mulai terkena dampaknya. Hal ini membuat saya percaya bahwa aktivitas penembakan EMP dan muatan ekstrem yang masuk ke planet kita lebih luas,pesawat komersial besar hanya sedikit Selama  tahun hanya mobil listrik yang terkena dampaknya namun kini mobil biasa dan truk berat mulai terkena dampaknya Hal ini membuat saya percaya bahwa aktivitas penembakan EMP dan muatan ekstrem yang masuk ke planet kita lebih luas,pesawat komersial besar hanya sedikit selama  tahun hanya mobil listrik yang terkena dampaknya namun kini mobil biasa dan truk berat mulai terkena dampaknya hal ini membuat saya percaya bahwa aktivitas penembakan emp dan muatan ekstrem yang masuk ke planet kita lebih luas,"['pesawat', 'komersial', 'besar', 'hanya', 'sedikit', 'selama', 'tahun', 'hanya', 'mobil', 'listrik', 'yang', 'terkena', 'dampaknya', 'namun', 'kini', 'mobil', 'biasa', 'dan', 'truk', 'berat', 'mulai', 'terkena', 'dampaknya', 'hal', 'ini', 'membuat', 'saya', 'percaya', 'bahwa', 'aktivitas', 'penembakan', 'emp', 'dan', 'muatan', 'ekstrem', 'yang', 'masuk', 'ke', 'planet', 'kita', 'lebih', 'luas']","['pesawat', 'komersial', 'mobil', 'listrik', 'terkena', 'dampaknya', 'mobil', 'truk', 'berat', 'terkena', 'dampaknya', 'percaya', 'aktivitas', 'penembakan', 'emp', 'muatan', 'ekstrem', 'masuk', 'planet', 'luas']",pesawat komersial mobil listrik kena dampak mobil truk berat kena dampak percaya aktivitas tembak emp muat ekstrem masuk planet luas
M3x free time! Muter² naik mobil listrik yuk! Siapa tau bisa dijemput juga. Fwb!,Mx free time Muter naik mobil listrik yuk Siapa tau bisa dijemput juga Fwb,mx free time muter naik mobil listrik yuk siapa tau bisa dijemput juga fwb,"['mx', 'free', 'time', 'muter', 'naik', 'mobil', 'listrik', 'yuk', 'siapa', 'tau', 'bisa', 'dijemput', 'juga', 'fwb']","['mx', 'free', 'time', 'muter', 'mobil', 'listrik', 'yuk', 'tau', 'dijemput', 'fwb']",mx free time muter mobil listrik yuk tau jemput fwb
disini untungnya darrel keilmuan informatika yang jelasin lebih dalam mengenai mobil listrik dan gua yang menjelaskan sistem mesin nya.,disini untungnya darrel keilmuan informatika yang jelasin lebih dalam mengenai mobil listrik dan gua yang menjelaskan sistem mesin nya,disini untungnya darrel keilmuan informatika yang jelasin lebih dalam mengenai mobil listrik dan gua yang menjelaskan sistem mesin nya,"['disini', 'untungnya', 'darrel', 'keilmuan', 'informatika', 'yang', 'jelasin', 'lebih', 'dalam', 'mengenai', 'mobil', 'listrik', 'dan', 'gua', 'yang', 'menjelaskan', 'sistem', 'mesin', 'nya']","['untungnya', 'darrel', 'keilmuan', 'informatika', 'jelasin', 'mobil', 'listrik', 'gua', 'sistem', 'mesin', 'nya']",untung darrel ilmu informatika jelasin mobil listrik gua sistem mesin nya
