full_text,cleasing,case_folding,tokenize,Filtering/stopword removal,stemming_data,sentiment
@iamkukka @amira_suud -tidak menaikkan BBM = bohong -tidak menaikkan listrik = bohong -ekonomi diatas 7% = bohong -potong leher sepakbola tidak juara = ?? -membangun stadion Persija = bohong -mobil Esemka = bohong,tidak menaikkan BBM  bohong tidak menaikkan listrik  bohong ekonomi diatas   bohong potong leher sepakbola tidak juara   membangun stadion Persija  bohong mobil Esemka  bohong,tidak menaikkan bbm  bohong tidak menaikkan listrik  bohong ekonomi diatas   bohong potong leher sepakbola tidak juara   membangun stadion persija  bohong mobil esemka  bohong,"['tidak', 'menaikkan', 'bbm', 'bohong', 'tidak', 'menaikkan', 'listrik', 'bohong', 'ekonomi', 'diatas', 'bohong', 'potong', 'leher', 'sepakbola', 'tidak', 'juara', 'membangun', 'stadion', 'persija', 'bohong', 'mobil', 'esemka', 'bohong']","['menaikkan', 'bbm', 'bohong', 'menaikkan', 'listrik', 'bohong', 'ekonomi', 'diatas', 'bohong', 'potong', 'leher', 'sepakbola', 'juara', 'membangun', 'stadion', 'persija', 'bohong', 'mobil', 'esemka', 'bohong']",naik bbm bohong naik listrik bohong ekonomi atas bohong potong leher sepakbola juara bangun stadion persija bohong mobil esemka bohong,0
@sukanuget_ wih akhirnya terobosan menuju mobil listrik semakin nyata dengan peluncuran yang bagus ini #SPBUHidrogenPertama,wih akhirnya terobosan menuju mobil listrik semakin nyata dengan peluncuran yang bagus ini SPBUHidrogenPertama,wih akhirnya terobosan menuju mobil listrik semakin nyata dengan peluncuran yang bagus ini spbuhidrogenpertama,"['wih', 'akhirnya', 'terobosan', 'menuju', 'mobil', 'listrik', 'semakin', 'nyata', 'dengan', 'peluncuran', 'yang', 'bagus', 'ini', 'spbuhidrogenpertama']","['wih', 'terobosan', 'mobil', 'listrik', 'nyata', 'peluncuran', 'bagus', 'spbuhidrogenpertama']",wih terobos mobil listrik nyata luncur bagus spbuhidrogenpertama,1
@kudila_ siapa yang udah excited banget buat coba ngecas mobil listrik di #SPBUHidrogenPertama? Kuylah lingkungan kita dukung!,siapa yang udah excited banget buat coba ngecas mobil listrik di SPBUHidrogenPertama Kuylah lingkungan kita dukung,siapa yang udah excited banget buat coba ngecas mobil listrik di spbuhidrogenpertama kuylah lingkungan kita dukung,"['siapa', 'yang', 'udah', 'excited', 'banget', 'buat', 'coba', 'ngecas', 'mobil', 'listrik', 'di', 'spbuhidrogenpertama', 'kuylah', 'lingkungan', 'kita', 'dukung']","['udah', 'excited', 'banget', 'coba', 'ngecas', 'mobil', 'listrik', 'spbuhidrogenpertama', 'kuylah', 'lingkungan', 'dukung']",udah excited banget coba ngecas mobil listrik spbuhidrogenpertama kuylah lingkung dukung,1
@uffasutar @safriayam @nindyrubyjane mobil listrik iao digawe ga pi? kesetrum ga pi pas udan?,mobil listrik iao digawe ga pi kesetrum ga pi pas udan,mobil listrik iao digawe ga pi kesetrum ga pi pas udan,"['mobil', 'listrik', 'iao', 'digawe', 'ga', 'pi', 'kesetrum', 'ga', 'pi', 'pas', 'udan']","['mobil', 'listrik', 'iao', 'digawe', 'ga', 'pi', 'kesetrum', 'ga', 'pi', 'pas', 'udan']",mobil listrik iao digawe ga pi setrum ga pi pas udan,0
@amira_suud gw punya mobil listrik mini (baca tamiya),gw punya mobil listrik mini baca tamiya,gw punya mobil listrik mini baca tamiya,"['gw', 'punya', 'mobil', 'listrik', 'mini', 'baca', 'tamiya']","['gw', 'mobil', 'listrik', 'mini', 'baca', 'tamiya']",gw mobil listrik mini baca tamiya,1
Seketika pengen punya mobil listrik gegara liat ada wuling mini warna pastel di kampus,Seketika pengen punya mobil listrik gegara liat ada wuling mini warna pastel di kampus,seketika pengen punya mobil listrik gegara liat ada wuling mini warna pastel di kampus,"['seketika', 'pengen', 'punya', 'mobil', 'listrik', 'gegara', 'liat', 'ada', 'wuling', 'mini', 'warna', 'pastel', 'di', 'kampus']","['pengen', 'mobil', 'listrik', 'gegara', 'liat', 'wuling', 'mini', 'warna', 'pastel', 'kampus']",ken mobil listrik gegara liat wuling mini warna pastel kampus,1
@ApriliaLin Orang yang bela anis karena suksesnya bangun jis dan formula e tuh aneh gua suka ama F1 aja gak suka formula e bahkan dieropa formula e juga jarang banget orang suka karena mobil listrik kenapa dibangga2in dah,Orang yang bela anis karena suksesnya bangun jis dan formula e tuh aneh gua suka ama F aja gak suka formula e bahkan dieropa formula e juga jarang banget orang suka karena mobil listrik kenapa dibanggain dah,orang yang bela anis karena suksesnya bangun jis dan formula e tuh aneh gua suka ama f aja gak suka formula e bahkan dieropa formula e juga jarang banget orang suka karena mobil listrik kenapa dibanggain dah,"['orang', 'yang', 'bela', 'anis', 'karena', 'suksesnya', 'bangun', 'jis', 'dan', 'formula', 'e', 'tuh', 'aneh', 'gua', 'suka', 'ama', 'f', 'aja', 'gak', 'suka', 'formula', 'e', 'bahkan', 'dieropa', 'formula', 'e', 'juga', 'jarang', 'banget', 'orang', 'suka', 'karena', 'mobil', 'listrik', 'kenapa', 'dibanggain', 'dah']","['orang', 'bela', 'anis', 'suksesnya', 'bangun', 'jis', 'formula', 'e', 'tuh', 'aneh', 'gua', 'suka', 'ama', 'f', 'aja', 'gak', 'suka', 'formula', 'e', 'dieropa', 'formula', 'e', 'jarang', 'banget', 'orang', 'suka', 'mobil', 'listrik', 'dibanggain', 'dah']",orang bela anis sukses bangun jis formula e tuh aneh gua suka ama f aja gak suka formula e dieropa formula e jarang banget orang suka mobil listrik dibanggain dah,0
@tempodotco orang naik mobil lg ini mah. ayo beli mobil listrik,orang naik mobil lg ini mah ayo beli mobil listrik,orang naik mobil lg ini mah ayo beli mobil listrik,"['orang', 'naik', 'mobil', 'lg', 'ini', 'mah', 'ayo', 'beli', 'mobil', 'listrik']","['orang', 'mobil', 'lg', 'mah', 'ayo', 'beli', 'mobil', 'listrik']",orang mobil lg mah ayo beli mobil listrik,1
@tempodotco Ditambah sekarang byk yg pake mobil listrik jauh lebih irit,Ditambah sekarang byk yg pake mobil listrik jauh lebih irit,ditambah sekarang byk yg pake mobil listrik jauh lebih irit,"['ditambah', 'sekarang', 'byk', 'yg', 'pake', 'mobil', 'listrik', 'jauh', 'lebih', 'irit']","['ditambah', 'byk', 'yg', 'pake', 'mobil', 'listrik', 'irit']",tambah byk yg pake mobil listrik irit,1
@strike_bravo_b Plot twist : ikn bakal sepadat Jabodetabek dan tetap macet cuman bedanya disana mobil listrik semua taksi terbang semua dan apa yang terjadi ? Yap betul macet di udara,Plot twist  ikn bakal sepadat Jabodetabek dan tetap macet cuman bedanya disana mobil listrik semua taksi terbang semua dan apa yang terjadi  Yap betul macet di udara,plot twist  ikn bakal sepadat jabodetabek dan tetap macet cuman bedanya disana mobil listrik semua taksi terbang semua dan apa yang terjadi  yap betul macet di udara,"['plot', 'twist', 'ikn', 'bakal', 'sepadat', 'jabodetabek', 'dan', 'tetap', 'macet', 'cuman', 'bedanya', 'disana', 'mobil', 'listrik', 'semua', 'taksi', 'terbang', 'semua', 'dan', 'apa', 'yang', 'terjadi', 'yap', 'betul', 'macet', 'di', 'udara']","['plot', 'twist', 'ikn', 'sepadat', 'jabodetabek', 'macet', 'cuman', 'bedanya', 'disana', 'mobil', 'listrik', 'taksi', 'terbang', 'yap', 'macet', 'udara']",plot twist ikn padat jabodetabek macet cuman beda sana mobil listrik taksi terbang yap macet udara,1
Gimana warga Jatiasih minat migrasi ke #mobillistrik?,Gimana warga Jatiasih minat migrasi ke mobillistrik,gimana warga jatiasih minat migrasi ke mobillistrik,"['gimana', 'warga', 'jatiasih', 'minat', 'migrasi', 'ke', 'mobillistrik']","['gimana', 'warga', 'jatiasih', 'minat', 'migrasi', 'mobillistrik']",gimana warga jatiasih minat migrasi mobillistrik,1
Contoh harga baterai #mobillistrik: Toyota bZ4X: Rp 540 juta atau sekitar setengah dari harga mobilnya. Hyundai Ioniq 5: Rp 300 jutaan sedangkan long range-nya dibanderol Rp400 jutaan. Wuling Air ev: Rp 100 juta.,Contoh harga baterai mobillistrik Toyota bZX Rp  juta atau sekitar setengah dari harga mobilnya Hyundai Ioniq  Rp  jutaan sedangkan long rangenya dibanderol Rp jutaan Wuling Air ev Rp  juta,contoh harga baterai mobillistrik toyota bzx rp  juta atau sekitar setengah dari harga mobilnya hyundai ioniq  rp  jutaan sedangkan long rangenya dibanderol rp jutaan wuling air ev rp  juta,"['contoh', 'harga', 'baterai', 'mobillistrik', 'toyota', 'bzx', 'rp', 'juta', 'atau', 'sekitar', 'setengah', 'dari', 'harga', 'mobilnya', 'hyundai', 'ioniq', 'rp', 'jutaan', 'sedangkan', 'long', 'rangenya', 'dibanderol', 'rp', 'jutaan', 'wuling', 'air', 'ev', 'rp', 'juta']","['contoh', 'harga', 'baterai', 'mobillistrik', 'toyota', 'bzx', 'rp', 'juta', 'harga', 'mobilnya', 'hyundai', 'ioniq', 'rp', 'jutaan', 'long', 'rangenya', 'dibanderol', 'rp', 'jutaan', 'wuling', 'air', 'ev', 'rp', 'juta']",contoh harga baterai mobillistrik toyota bzx rp juta harga mobil hyundai ioniq rp juta long rangenya banderol rp juta wuling air ev rp juta,0
Usia baterai #mobillistrik juga dipengaruhi dari jenis baterai yang digunakan. Secara umum baterai mobil listrik yang banyak digunakan saat ini merupakan jenis lithium ion. Baterai lithium-ion punya rata-rata usia pakai hingga 10 tahun.,Usia baterai mobillistrik juga dipengaruhi dari jenis baterai yang digunakan Secara umum baterai mobil listrik yang banyak digunakan saat ini merupakan jenis lithium ion Baterai lithiumion punya ratarata usia pakai hingga  tahun,usia baterai mobillistrik juga dipengaruhi dari jenis baterai yang digunakan secara umum baterai mobil listrik yang banyak digunakan saat ini merupakan jenis lithium ion baterai lithiumion punya ratarata usia pakai hingga  tahun,"['usia', 'baterai', 'mobillistrik', 'juga', 'dipengaruhi', 'dari', 'jenis', 'baterai', 'yang', 'digunakan', 'secara', 'umum', 'baterai', 'mobil', 'listrik', 'yang', 'banyak', 'digunakan', 'saat', 'ini', 'merupakan', 'jenis', 'lithium', 'ion', 'baterai', 'lithiumion', 'punya', 'ratarata', 'usia', 'pakai', 'hingga', 'tahun']","['usia', 'baterai', 'mobillistrik', 'dipengaruhi', 'jenis', 'baterai', 'baterai', 'mobil', 'listrik', 'jenis', 'lithium', 'ion', 'baterai', 'lithiumion', 'ratarata', 'usia', 'pakai']",usia baterai mobillistrik pengaruh jenis baterai baterai mobil listrik jenis lithium ion baterai lithiumion ratarata usia pakai,1
Baterai #mobillistrik dapat digunakan secara optimal antara 10 hingga 15 tahun atau setara dengan jarak tempuh 200.000 km. Namun umur baterai tergantung pada pemakaian pengemudi. Bila kendaraan digunakan dan dirawat dengan baik umur baterai bisa bertahan lebih lama.,Baterai mobillistrik dapat digunakan secara optimal antara  hingga  tahun atau setara dengan jarak tempuh  km Namun umur baterai tergantung pada pemakaian pengemudi Bila kendaraan digunakan dan dirawat dengan baik umur baterai bisa bertahan lebih lama,baterai mobillistrik dapat digunakan secara optimal antara  hingga  tahun atau setara dengan jarak tempuh  km namun umur baterai tergantung pada pemakaian pengemudi bila kendaraan digunakan dan dirawat dengan baik umur baterai bisa bertahan lebih lama,"['baterai', 'mobillistrik', 'dapat', 'digunakan', 'secara', 'optimal', 'antara', 'hingga', 'tahun', 'atau', 'setara', 'dengan', 'jarak', 'tempuh', 'km', 'namun', 'umur', 'baterai', 'tergantung', 'pada', 'pemakaian', 'pengemudi', 'bila', 'kendaraan', 'digunakan', 'dan', 'dirawat', 'dengan', 'baik', 'umur', 'baterai', 'bisa', 'bertahan', 'lebih', 'lama']","['baterai', 'mobillistrik', 'optimal', 'setara', 'jarak', 'tempuh', 'km', 'umur', 'baterai', 'tergantung', 'pemakaian', 'pengemudi', 'kendaraan', 'dirawat', 'umur', 'baterai', 'bertahan']",baterai mobillistrik optimal tara jarak tempuh km umur baterai gantung pakai kemudi kendara rawat umur baterai tahan,1
Bjirr u jalan Bintaro lanjut graha kek keliatan dhh ketimpangan sosialnya mobilnya cakep2 bgt apalagi yang mobil listrik trus peleknya keren bgt trus blom liat orang ganteng naek motor Ducati,Bjirr u jalan Bintaro lanjut graha kek keliatan dhh ketimpangan sosialnya mobilnya cakep bgt apalagi yang mobil listrik trus peleknya keren bgt trus blom liat orang ganteng naek motor Ducati,bjirr u jalan bintaro lanjut graha kek keliatan dhh ketimpangan sosialnya mobilnya cakep bgt apalagi yang mobil listrik trus peleknya keren bgt trus blom liat orang ganteng naek motor ducati,"['bjirr', 'u', 'jalan', 'bintaro', 'lanjut', 'graha', 'kek', 'keliatan', 'dhh', 'ketimpangan', 'sosialnya', 'mobilnya', 'cakep', 'bgt', 'apalagi', 'yang', 'mobil', 'listrik', 'trus', 'peleknya', 'keren', 'bgt', 'trus', 'blom', 'liat', 'orang', 'ganteng', 'naek', 'motor', 'ducati']","['bjirr', 'u', 'jalan', 'bintaro', 'graha', 'kek', 'keliatan', 'dhh', 'ketimpangan', 'sosialnya', 'mobilnya', 'cakep', 'bgt', 'mobil', 'listrik', 'trus', 'peleknya', 'keren', 'bgt', 'trus', 'blom', 'liat', 'orang', 'ganteng', 'naek', 'motor', 'ducati']",bjirr u jalan bintaro graha kek liat dhh timpang sosial mobil cakep bgt mobil listrik trus pelek keren bgt trus blom liat orang ganteng naek motor ducati,0
@bimolaksono666 Pas dtg kesana yang saya dengar dari salesnya kira-kira Wuling Cloud EV bisa 460-505 km mas. Jadi jarak tempuhnya lebih jauh dari mobil listrik Wuling lainnya.,Pas dtg kesana yang saya dengar dari salesnya kirakira Wuling Cloud EV bisa  km mas Jadi jarak tempuhnya lebih jauh dari mobil listrik Wuling lainnya,pas dtg kesana yang saya dengar dari salesnya kirakira wuling cloud ev bisa  km mas jadi jarak tempuhnya lebih jauh dari mobil listrik wuling lainnya,"['pas', 'dtg', 'kesana', 'yang', 'saya', 'dengar', 'dari', 'salesnya', 'kirakira', 'wuling', 'cloud', 'ev', 'bisa', 'km', 'mas', 'jadi', 'jarak', 'tempuhnya', 'lebih', 'jauh', 'dari', 'mobil', 'listrik', 'wuling', 'lainnya']","['pas', 'dtg', 'kesana', 'dengar', 'salesnya', 'kirakira', 'wuling', 'cloud', 'ev', 'km', 'mas', 'jarak', 'tempuhnya', 'mobil', 'listrik', 'wuling']",pas dtg kesana dengar salesnya kirakira wuling cloud ev km mas jarak tempuh mobil listrik wuling,1
@mazzini_gsp Yg dijual mobil listrik yg masih dalam bentuk setrum nih kayaknya,Yg dijual mobil listrik yg masih dalam bentuk setrum nih kayaknya,yg dijual mobil listrik yg masih dalam bentuk setrum nih kayaknya,"['yg', 'dijual', 'mobil', 'listrik', 'yg', 'masih', 'dalam', 'bentuk', 'setrum', 'nih', 'kayaknya']","['yg', 'dijual', 'mobil', 'listrik', 'yg', 'bentuk', 'setrum', 'nih', 'kayaknya']",yg jual mobil listrik yg bentuk setrum nih kayak,1
@enginafess sabun bayi mobil listrik air asia banyak lgg,sabun bayi mobil listrik air asia banyak lgg,sabun bayi mobil listrik air asia banyak lgg,"['sabun', 'bayi', 'mobil', 'listrik', 'air', 'asia', 'banyak', 'lgg']","['sabun', 'bayi', 'mobil', 'listrik', 'air', 'asia', 'lgg']",sabun bayi mobil listrik air asia lgg,0
@rezhend @BangWin04 Paham ga ...minyak mentah indonesia semua diolah di DN tapi suplai kurang makanya beli yang jadi dri LN karena kilang juga ga ada. Makanya sekarang dibangun beberapa kilang buat memenuhi yg di dalam negeri. Biar ga tekor BBM digalakkan mobil motor tenaga listrik.,Paham ga minyak mentah indonesia semua diolah di DN tapi suplai kurang makanya beli yang jadi dri LN karena kilang juga ga ada Makanya sekarang dibangun beberapa kilang buat memenuhi yg di dalam negeri Biar ga tekor BBM digalakkan mobil motor tenaga listrik,paham ga minyak mentah indonesia semua diolah di dn tapi suplai kurang makanya beli yang jadi dri ln karena kilang juga ga ada makanya sekarang dibangun beberapa kilang buat memenuhi yg di dalam negeri biar ga tekor bbm digalakkan mobil motor tenaga listrik,"['paham', 'ga', 'minyak', 'mentah', 'indonesia', 'semua', 'diolah', 'di', 'dn', 'tapi', 'suplai', 'kurang', 'makanya', 'beli', 'yang', 'jadi', 'dri', 'ln', 'karena', 'kilang', 'juga', 'ga', 'ada', 'makanya', 'sekarang', 'dibangun', 'beberapa', 'kilang', 'buat', 'memenuhi', 'yg', 'di', 'dalam', 'negeri', 'biar', 'ga', 'tekor', 'bbm', 'digalakkan', 'mobil', 'motor', 'tenaga', 'listrik']","['paham', 'ga', 'minyak', 'mentah', 'indonesia', 'diolah', 'dn', 'suplai', 'beli', 'dri', 'ln', 'kilang', 'ga', 'dibangun', 'kilang', 'memenuhi', 'yg', 'negeri', 'biar', 'ga', 'tekor', 'bbm', 'digalakkan', 'mobil', 'motor', 'tenaga', 'listrik']",paham ga minyak mentah indonesia olah dn suplai beli dri ln kilang ga bangun kilang penuh yg negeri biar ga tekor bbm galak mobil motor tenaga listrik,0
@pappa_rio Menurut gw ini Wuling Cloud EV tuh mobil listrik yg keren bgt bentuknya catchy interior nya jg mewah banget terus jarak tempuhnya katanya juga diatas binguo sama air ev kan,Menurut gw ini Wuling Cloud EV tuh mobil listrik yg keren bgt bentuknya catchy interior nya jg mewah banget terus jarak tempuhnya katanya juga diatas binguo sama air ev kan,menurut gw ini wuling cloud ev tuh mobil listrik yg keren bgt bentuknya catchy interior nya jg mewah banget terus jarak tempuhnya katanya juga diatas binguo sama air ev kan,"['menurut', 'gw', 'ini', 'wuling', 'cloud', 'ev', 'tuh', 'mobil', 'listrik', 'yg', 'keren', 'bgt', 'bentuknya', 'catchy', 'interior', 'nya', 'jg', 'mewah', 'banget', 'terus', 'jarak', 'tempuhnya', 'katanya', 'juga', 'diatas', 'binguo', 'sama', 'air', 'ev', 'kan']","['gw', 'wuling', 'cloud', 'ev', 'tuh', 'mobil', 'listrik', 'yg', 'keren', 'bgt', 'bentuknya', 'catchy', 'interior', 'nya', 'jg', 'mewah', 'banget', 'jarak', 'tempuhnya', 'diatas', 'binguo', 'air', 'ev']",gw wuling cloud ev tuh mobil listrik yg keren bgt bentuk catchy interior nya jg mewah banget jarak tempuh atas binguo air ev,1
@yundaaaaaaa @infomalang Ada daerah rivera dieng 20jt/ th akses mobil LB 45 1 lantai hadap timur 2 KT akses mobil Listrik 1300,Ada daerah rivera dieng jt th akses mobil LB   lantai hadap timur  KT akses mobil Listrik,ada daerah rivera dieng jt th akses mobil lb   lantai hadap timur  kt akses mobil listrik,"['ada', 'daerah', 'rivera', 'dieng', 'jt', 'th', 'akses', 'mobil', 'lb', 'lantai', 'hadap', 'timur', 'kt', 'akses', 'mobil', 'listrik']","['daerah', 'rivera', 'dieng', 'jt', 'th', 'akses', 'mobil', 'lb', 'lantai', 'hadap', 'timur', 'kt', 'akses', 'mobil', 'listrik']",daerah rivera dieng jt th akses mobil lb lantai hadap timur kt akses mobil listrik,1
Beras Naik BBM Naik Pajak Naik IKN MRT Mobil Motor Listrik Lanjutkan Oke Gas..... Sambil menunggu makan siang gratis,Beras Naik BBM Naik Pajak Naik IKN MRT Mobil Motor Listrik Lanjutkan Oke Gas Sambil menunggu makan siang gratis,beras naik bbm naik pajak naik ikn mrt mobil motor listrik lanjutkan oke gas sambil menunggu makan siang gratis,"['beras', 'naik', 'bbm', 'naik', 'pajak', 'naik', 'ikn', 'mrt', 'mobil', 'motor', 'listrik', 'lanjutkan', 'oke', 'gas', 'sambil', 'menunggu', 'makan', 'siang', 'gratis']","['beras', 'bbm', 'pajak', 'ikn', 'mrt', 'mobil', 'motor', 'listrik', 'lanjutkan', 'oke', 'gas', 'menunggu', 'makan', 'siang', 'gratis']",beras bbm pajak ikn mrt mobil motor listrik lanjut oke gas tunggu makan siang gratis,0
@Bl3ss3dSoul @denismalhotra Jalan yang Lu pake sampe ke depan pintu rumah Lu. Listrik yang Lu pake. Layanan infrastruktur gedung ijin2 dan keamanan kantor lu. Rambu lalu lintas biar lu Gk ditabrak n mati di tempat di dalam Mobil mewah Lu. Keamanan biar lu Gk dijarah n keluarga Lu Gk dibantai. Cetekkk,Jalan yang Lu pake sampe ke depan pintu rumah Lu Listrik yang Lu pake Layanan infrastruktur gedung ijin dan keamanan kantor lu Rambu lalu lintas biar lu Gk ditabrak n mati di tempat di dalam Mobil mewah Lu Keamanan biar lu Gk dijarah n keluarga Lu Gk dibantai Cetekkk,jalan yang lu pake sampe ke depan pintu rumah lu listrik yang lu pake layanan infrastruktur gedung ijin dan keamanan kantor lu rambu lalu lintas biar lu gk ditabrak n mati di tempat di dalam mobil mewah lu keamanan biar lu gk dijarah n keluarga lu gk dibantai cetekkk,"['jalan', 'yang', 'lu', 'pake', 'sampe', 'ke', 'depan', 'pintu', 'rumah', 'lu', 'listrik', 'yang', 'lu', 'pake', 'layanan', 'infrastruktur', 'gedung', 'ijin', 'dan', 'keamanan', 'kantor', 'lu', 'rambu', 'lalu', 'lintas', 'biar', 'lu', 'gk', 'ditabrak', 'n', 'mati', 'di', 'tempat', 'di', 'dalam', 'mobil', 'mewah', 'lu', 'keamanan', 'biar', 'lu', 'gk', 'dijarah', 'n', 'keluarga', 'lu', 'gk', 'dibantai', 'cetekkk']","['jalan', 'lu', 'pake', 'sampe', 'pintu', 'rumah', 'lu', 'listrik', 'lu', 'pake', 'layanan', 'infrastruktur', 'gedung', 'ijin', 'keamanan', 'kantor', 'lu', 'rambu', 'lintas', 'biar', 'lu', 'gk', 'ditabrak', 'n', 'mati', 'mobil', 'mewah', 'lu', 'keamanan', 'biar', 'lu', 'gk', 'dijarah', 'n', 'keluarga', 'lu', 'gk', 'dibantai', 'cetekkk']",jalan lu pake sampe pintu rumah lu listrik lu pake layan infrastruktur gedung ijin aman kantor lu rambu lintas biar lu gk tabrak n mati mobil mewah lu aman biar lu gk jarah n keluarga lu gk bantai cetekkk,0
@ocsanthree ya gak tesla juga laa jawabanmu sama kek mobil sekelas bmw dijadiin angkot mobil bmw kan bbm juga. nah mobil listrik juga ga semuanya semewah itu tesla kan high tech angkot ya namanya angkot gabakal high tech bedanya cuma pake baterai dan sumber tenaganya listrik,ya gak tesla juga laa jawabanmu sama kek mobil sekelas bmw dijadiin angkot mobil bmw kan bbm juga nah mobil listrik juga ga semuanya semewah itu tesla kan high tech angkot ya namanya angkot gabakal high tech bedanya cuma pake baterai dan sumber tenaganya listrik,ya gak tesla juga laa jawabanmu sama kek mobil sekelas bmw dijadiin angkot mobil bmw kan bbm juga nah mobil listrik juga ga semuanya semewah itu tesla kan high tech angkot ya namanya angkot gabakal high tech bedanya cuma pake baterai dan sumber tenaganya listrik,"['ya', 'gak', 'tesla', 'juga', 'laa', 'jawabanmu', 'sama', 'kek', 'mobil', 'sekelas', 'bmw', 'dijadiin', 'angkot', 'mobil', 'bmw', 'kan', 'bbm', 'juga', 'nah', 'mobil', 'listrik', 'juga', 'ga', 'semuanya', 'semewah', 'itu', 'tesla', 'kan', 'high', 'tech', 'angkot', 'ya', 'namanya', 'angkot', 'gabakal', 'high', 'tech', 'bedanya', 'cuma', 'pake', 'baterai', 'dan', 'sumber', 'tenaganya', 'listrik']","['ya', 'gak', 'tesla', 'laa', 'jawabanmu', 'kek', 'mobil', 'sekelas', 'bmw', 'dijadiin', 'angkot', 'mobil', 'bmw', 'bbm', 'mobil', 'listrik', 'ga', 'semewah', 'tesla', 'high', 'tech', 'angkot', 'ya', 'namanya', 'angkot', 'gabakal', 'high', 'tech', 'bedanya', 'pake', 'baterai', 'sumber', 'tenaganya', 'listrik']",ya gak tesla laa jawab kek mobil kelas bmw dijadiin angkot mobil bmw bbm mobil listrik ga mewah tesla high tech angkot ya nama angkot gabakal high tech beda pake baterai sumber tenaga listrik,1
@coffebit @tirta_cipeng hahaha anti mobil listrik mas,hahaha anti mobil listrik mas,hahaha anti mobil listrik mas,"['hahaha', 'anti', 'mobil', 'listrik', 'mas']","['hahaha', 'anti', 'mobil', 'listrik', 'mas']",hahaha anti mobil listrik mas,0
@kokokdirgantoro Oh mobil listrik,Oh mobil listrik,oh mobil listrik,"['oh', 'mobil', 'listrik']","['oh', 'mobil', 'listrik']",oh mobil listrik,1
Pake mobil listrik agar supaya,Pake mobil listrik agar supaya,pake mobil listrik agar supaya,"['pake', 'mobil', 'listrik', 'agar', 'supaya']","['pake', 'mobil', 'listrik']",pake mobil listrik,1
@f4lasteen Menurut nggak usah muluk muluk mobil terbang . Udah pake mobil listrik aja atau bus listrik . Kalo bisa kereta listrik . Kalo pake mobil terbang kayanya akan sulit aja.,Menurut nggak usah muluk muluk mobil terbang  Udah pake mobil listrik aja atau bus listrik  Kalo bisa kereta listrik  Kalo pake mobil terbang kayanya akan sulit aja,menurut nggak usah muluk muluk mobil terbang  udah pake mobil listrik aja atau bus listrik  kalo bisa kereta listrik  kalo pake mobil terbang kayanya akan sulit aja,"['menurut', 'nggak', 'usah', 'muluk', 'muluk', 'mobil', 'terbang', 'udah', 'pake', 'mobil', 'listrik', 'aja', 'atau', 'bus', 'listrik', 'kalo', 'bisa', 'kereta', 'listrik', 'kalo', 'pake', 'mobil', 'terbang', 'kayanya', 'akan', 'sulit', 'aja']","['nggak', 'muluk', 'muluk', 'mobil', 'terbang', 'udah', 'pake', 'mobil', 'listrik', 'aja', 'bus', 'listrik', 'kalo', 'kereta', 'listrik', 'kalo', 'pake', 'mobil', 'terbang', 'kayanya', 'sulit', 'aja']",nggak muluk muluk mobil terbang udah pake mobil listrik aja bus listrik kalo kereta listrik kalo pake mobil terbang kaya sulit aja,0
@A_ZeeJKT48 Sabar bakal ada program mobil listrik bersubsidi biar tambah macet,Sabar bakal ada program mobil listrik bersubsidi biar tambah macet,sabar bakal ada program mobil listrik bersubsidi biar tambah macet,"['sabar', 'bakal', 'ada', 'program', 'mobil', 'listrik', 'bersubsidi', 'biar', 'tambah', 'macet']","['sabar', 'program', 'mobil', 'listrik', 'bersubsidi', 'biar', 'macet']",sabar program mobil listrik subsidi biar macet,1
@brother_djon Bahas bonus mobil listrik... Eh,Bahas bonus mobil listrik Eh,bahas bonus mobil listrik eh,"['bahas', 'bonus', 'mobil', 'listrik', 'eh']","['bahas', 'bonus', 'mobil', 'listrik', 'eh']",bahas bonus mobil listrik eh,1
@LambeResing Kalo di kampus biasanya sih ini mobil listrik nya buatan anak teknik,Kalo di kampus biasanya sih ini mobil listrik nya buatan anak teknik,kalo di kampus biasanya sih ini mobil listrik nya buatan anak teknik,"['kalo', 'di', 'kampus', 'biasanya', 'sih', 'ini', 'mobil', 'listrik', 'nya', 'buatan', 'anak', 'teknik']","['kalo', 'kampus', 'sih', 'mobil', 'listrik', 'nya', 'buatan', 'anak', 'teknik']",kalo kampus sih mobil listrik nya buat anak teknik,1
